5690;Geest und Marsch Südholstein;
5690;Appen;25482
5690;Groß Nordende;25436
5690;Haselau;25489
5690;Haseldorf;25489
5690;Heidgraben;25436
5690;Heist;25492
5690;Hetlingen;25491
5690;Holm;25488
5690;Moorrege;25436
5690;Neuendeich;25436
1000;Flensburg, Stadt;
1000;Flensburg, Stadt;24937
1000;Flensburg, Stadt;24939
1000;Flensburg, Stadt;24941
1000;Flensburg, Stadt;24943
1000;Flensburg, Stadt;24944
1001;Kiel, Landeshauptstadt;
1001;Kiel, Landeshauptstadt;24103
1001;Kiel, Landeshauptstadt;24105
1001;Kiel, Landeshauptstadt;24106
1001;Kiel, Landeshauptstadt;24107
1001;Kiel, Landeshauptstadt;24109
1001;Kiel, Landeshauptstadt;24111
1001;Kiel, Landeshauptstadt;24113
1001;Kiel, Landeshauptstadt;24114
1001;Kiel, Landeshauptstadt;24116
1001;Kiel, Landeshauptstadt;24118
1001;Kiel, Landeshauptstadt;24143
1001;Kiel, Landeshauptstadt;24145
1001;Kiel, Landeshauptstadt;24146
1001;Kiel, Landeshauptstadt;24147
1001;Kiel, Landeshauptstadt;24148
1001;Kiel, Landeshauptstadt;24149
1001;Kiel, Landeshauptstadt;24159
1002;Lübeck, Hansestadt;
1002;Lübeck, Hansestadt;23539
1002;Lübeck, Hansestadt;23552
1002;Lübeck, Hansestadt;23554
1002;Lübeck, Hansestadt;23556
1002;Lübeck, Hansestadt;23558
1002;Lübeck, Hansestadt;23560
1002;Lübeck, Hansestadt;23562
1002;Lübeck, Hansestadt;23564
1002;Lübeck, Hansestadt;23566
1002;Lübeck, Hansestadt;23568
1002;Lübeck, Hansestadt;23569
1002;Lübeck, Hansestadt;23570
1003;Neumünster, Stadt;
1003;Neumünster, Stadt;24534
1003;Neumünster, Stadt;24536
1003;Neumünster, Stadt;24537
1003;Neumünster, Stadt;24539
0001;Ahrensbök;
0001;Ahrensbök;23623
0001;Ascheberg (Holstein);
0001;Ascheberg (Holstein);24326
0001;Ahrensburg, Stadt;
0001;Ahrensburg, Stadt;22926
0002;Barmstedt, Stadt;
0002;Barmstedt, Stadt;25355
0004;Bad Schwartau, Stadt;
0004;Bad Schwartau, Stadt;23611
0004;Bad Bramstedt, Stadt;
0004;Bad Bramstedt, Stadt;24576
0004;Bad Oldesloe, Stadt;
0004;Bad Oldesloe, Stadt;23843
0005;Bönningstedt;
0005;Bönningstedt;25474
0005;Altenholz;
0005;Altenholz;24161
0005;Bad Segeberg, Stadt;
0005;Bad Segeberg, Stadt;23795
0006;Bargteheide, Stadt;
0006;Bargteheide, Stadt;22941
0007;Bosau;
0007;Bosau;23715
0008;Bönebüttel;
0008;Bönebüttel;24620
0009;Bösdorf;
0009;Bösdorf;24306
0009;Barsbüttel;
0009;Barsbüttel;22885
0010;Dahme;
0010;Dahme;23743
0011;Brunsbüttel, Stadt;
0011;Brunsbüttel, Stadt;25541
0012;Eutin, Stadt;
0012;Eutin, Stadt;23701
1015;Elmshorn, Stadt;
1015;Elmshorn, Stadt;25335
1015;Elmshorn, Stadt;25336
1015;Elmshorn, Stadt;25337
0016;Grömitz;
0016;Grömitz;23743
0018;Grube;
0018;Grube;23743
0018;Halstenbek;
0018;Halstenbek;25469
0018;Glinde, Stadt;
0018;Glinde, Stadt;21509
0019;Ellerau;
0019;Ellerau;25479
0021;Heiligenhafen, Stadt;
0021;Heiligenhafen, Stadt;23774
0021;Hasloh;
0021;Hasloh;25474
0023;Großhansdorf;
0023;Großhansdorf;22927
0025;Kellenhusen (Ostsee);
0025;Kellenhusen (Ostsee);23743
0025;Helgoland;
0025;Helgoland;27498
0028;Malente;
0028;Malente;23714
0029;Glückstadt, Stadt;
0029;Glückstadt, Stadt;25348
0032;Geesthacht, Stadt;
0032;Geesthacht, Stadt;21502
0032;Neustadt in Holstein, Stadt;
0032;Neustadt in Holstein, Stadt;23730
0033;Friedrichstadt, Stadt;
0033;Friedrichstadt, Stadt;25840
0033;Oldenburg in Holstein, Stadt;
0033;Oldenburg in Holstein, Stadt;23758
0034;Büdelsdorf, Stadt;
0034;Büdelsdorf, Stadt;24782
1035;Ratekau;
1035;Ratekau;23611
1035;Ratekau;23626
1035;Ratekau;23669
1035;Ratekau;23689
0039;Pinneberg, Stadt;
0039;Pinneberg, Stadt;25421
0039;Henstedt-Ulzburg;
0039;Henstedt-Ulzburg;24558
0040;Stockelsdorf;
0040;Stockelsdorf;23617
0041;Süsel;
0041;Süsel;23701
0041;Quickborn, Stadt;
0041;Quickborn, Stadt;25451
0042;Timmendorfer Strand;
0042;Timmendorfer Strand;23669
0043;Rellingen;
0043;Rellingen;25462
0043;Eckernförde, Stadt;
0043;Eckernförde, Stadt;24340
0044;Heide, Stadt;
0044;Heide, Stadt;25746
1044;Scharbeutz;
1044;Scharbeutz;23629
1044;Scharbeutz;23683
1044;Scharbeutz;23684
0044;Schenefeld, Stadt;
0044;Schenefeld, Stadt;22869
0044;Kaltenkirchen, Stadt;
0044;Kaltenkirchen, Stadt;24568
1045;Kappeln, Stadt;
1045;Kappeln, Stadt;24376
1045;Kappeln, Stadt;24404
0046;Fehmarn, Stadt;
0046;Fehmarn, Stadt;23769
0046;Itzehoe, Stadt;
0046;Itzehoe, Stadt;25524
0048;Tornesch, Stadt;
0048;Tornesch, Stadt;25436
0049;Uetersen, Stadt;
0049;Uetersen, Stadt;25436
0050;Wedel, Stadt;
0050;Wedel, Stadt;22880
0053;Oststeinbek;
0053;Oststeinbek;22113
0056;Husum, Stadt;
0056;Husum, Stadt;25813
0057;Plön, Stadt;
0057;Plön, Stadt;24306
1060;Reinbek, Stadt;
1060;Reinbek, Stadt;21465
1060;Reinbek, Stadt;21521
0061;Reinfeld (Holstein), Stadt;
0061;Reinfeld (Holstein), Stadt;23858
0062;Preetz, Stadt;
0062;Preetz, Stadt;24211
1063;Norderstedt, Stadt;
1063;Norderstedt, Stadt;22844
1063;Norderstedt, Stadt;22846
1063;Norderstedt, Stadt;22848
1063;Norderstedt, Stadt;22850
1063;Norderstedt, Stadt;22851
0075;Schleswig, Stadt;
0075;Schleswig, Stadt;24837
0076;Tangstedt;
0076;Tangstedt;22889
0083;Lauenburg/ Elbe, Stadt;
0083;Lauenburg/ Elbe, Stadt;21481
0090;Mölln, Stadt;
0090;Mölln, Stadt;23879
0090;Ammersbek;
0090;Ammersbek;22949
1091;Schwentinental, Stadt;
1091;Schwentinental, Stadt;24222
1091;Schwentinental, Stadt;24223
0092;Kronshagen;
0092;Kronshagen;24119
0092;Wahlstedt, Stadt;
0092;Wahlstedt, Stadt;23812
0100;Ratzeburg, Stadt;
0100;Ratzeburg, Stadt;23909
0108;Reußenköge;
0108;Reußenköge;25821
0113;Glücksburg (Ostsee), Stadt;
0113;Glücksburg (Ostsee), Stadt;24960
0113;Wilster, Stadt;
0113;Wilster, Stadt;25554
0116;Schwarzenbek, Stadt;
0116;Schwarzenbek, Stadt;21493
0120;Harrislee;
0120;Harrislee;24955
0129;Wentorf bei Hamburg;
0129;Wentorf bei Hamburg;21465
0135;Rendsburg, Stadt;
0135;Rendsburg, Stadt;24768
0138;Tönning, Stadt;
0138;Tönning, Stadt;25832
0168;Sylt;
0168;Sylt;25980
0169;Wasbek;
0169;Wasbek;24647
1183;Handewitt;
1183;Handewitt;24976
1183;Handewitt;24983
5005;Bad Bramstedt-Land;
5005;Armstedt;24616
5005;Bimöhlen;24576
5005;Borstel;24616
5005;Föhrden-Barl;25563
5005;Fuhlendorf;24649
5005;Großenaspe;24623
5005;Hagen;24576
5005;Hardebek;24616
5005;Hasenkrug;24616
5005;Heidmoor;24632
5005;Hitzhusen;24576
5005;Mönkloh;24576
5005;Weddelbrook;24576
5005;Wiemersdorf;24649
5024;Bornhöved;
5024;Bornhöved;24619
5024;Damsdorf;23824
5024;Gönnebek;24610
5024;Schmalensee;24638
5024;Stocksee;24326
5024;Tarbek;24619
5024;Tensfeld;23824
5024;Trappenkamp;24610
5034;Itzstedt;
5034;Itzstedt;23845
5034;Kayhude;23863
5034;Nahe;23866
5034;Oering;23845
5034;Seth;23845
5034;Sülfeld;23845
5034;Sülfeld;23867
5043;Kaltenkirchen-Land;
5043;Alveslohe;25486
5043;Hartenholm;24628
5043;Hasenmoor;24640
5043;Lentföhrden;24632
5043;Lentföhrden;24640
5043;Nützen;24568
5043;Schmalfeld;24640
5048;Kisdorf;
5048;Hüttblek;24641
5048;Kattendorf;24568
5048;Kisdorf;24629
5048;Oersdorf;24568
5048;Sievershütten;24641
5048;Struvenhütten;24643
5048;Stuvenborn;24641
5048;Wakendorf II;24558
5048;Winsen;24568
5053;Leezen;
5053;Bark;23826
5053;Bebensee;23816
5053;Fredesdorf;23826
5053;Groß Niendorf;23816
5053;Högersdorf;23795
5053;Kükels;23829
5053;Leezen;23816
5053;Mözen;23795
5053;Neversdorf;23816
5053;Schwissel;23795
5053;Todesfelde;23826
5053;Wittenborn;23829
5063;Boostedt-Rickling;
5063;Boostedt;24598
5063;Daldorf;24635
5063;Groß Kummerfeld;24626
5063;Heidmühlen;24598
5063;Latendorf;24598
5063;Rickling;24635
5086;Trave-Land;
5086;Bahrenhof;23845
5086;Blunk;23813
5086;Bühnsdorf;23845
5086;Dreggers;23845
5086;Fahrenkrug;23795
5086;Geschendorf;23815
5086;Glasau;23719
5086;Groß Rönnau;23795
5086;Klein Gladebrügge;23795
5086;Klein Rönnau;23795
5086;Krems II;23827
5086;Negernbötel;23795
5086;Nehms;23813
5086;Neuengörs;23818
5086;Pronstorf;23820
5086;Rohlstorf;23821
5086;Schackendorf;23795
5086;Schieren;23795
5086;Seedorf;23823
5086;Stipsdorf;23795
5086;Strukdorf;23815
5086;Travenhorst;23827
5086;Traventhal;23795
5086;Wakendorf I;23845
5086;Weede;23795
5086;Wensin;23827
5086;Westerrade;23815
5104;Breitenburg;
5104;Auufer;25548
5104;Breitenberg;25597
5104;Breitenburg;25524
5104;Kollmoor;25524
5104;Kronsmoor;25597
5104;Lägerdorf;25566
5104;Moordiek;25597
5104;Münsterdorf;25587
5104;Oelixdorf;25524
5104;Westermoor;25597
5104;Wittenbergen;25548
5134;Horst-Herzhorn;
5134;Altenmoor;25335
5134;Blomesche Wildnis;25348
5134;Borsfleth;25376
5134;Engelbrechtsche Wildnis;25348
5134;Herzhorn;25379
5134;Hohenfelde;25358
5134;Horst (Holstein);25358
5134;Kiebitzreihe;25368
5134;Krempdorf;25361
5134;Krempdorf;25376
5134;Neuendorf b. Elmshorn;25335
5134;Sommerland;25358
5134;Kollmar;25377
5138;Itzehoe-Land;
5138;Bekdorf;25554
5138;Bekmünde;25524
5138;Drage;25582
5138;Heiligenstedten;25524
5138;Heiligenstedtenerkamp;25524
5138;Hodorf;25569
5138;Hohenaspe;25582
5138;Huje;25588
5138;Kaaks;25582
5138;Kleve;25554
5138;Krummendiek;25554
5138;Lohbarbek;25551
5138;Mehlbek;25588
